word,phonetic,translation,tag
adversely,,"adv. 不利, 有害, 相反, 逆, 敌对, 逆向",toefl
adversity,әd'vә:sәti,"n. 逆境, 不幸, 灾祸, 灾难",toefl
advert,әd'vә:t,"vi. 提出看法, 引起注意, 留意\nn. 广告",gre
advertise,'ædvәtaiz,"vt. 做广告, 通知, 公布\nvi. 做广告",gk cet4 cet6 ky ielts gre
advertisement,.ædvә'taizmәnt,"n. 广告, 启事, 广告宣传\n[法] 广告, 公告, 告示",zk gk cet4 ielts
advertisements,,n. [经] 广告（advertisement的复数）；宣传,ielts
advertising,'ædvәtaiziŋ,"n. 广告业, 广告\na. 广告的\n[计] 发广告",ielts
advice,әd'vais,"n. 忠告, 劝告, 意见, 报道, 通知\n[经] 通知书, 通知, 建议",zk gk cet4 cet6 ky toefl ielts
advisable,әd'vaizәbl,"a. 适当的, 明智的",cet4 cet6 ky toefl gre
advise,әd'vaiz,"vt. 劝告, 给...出主意, 通知, 建议\nvi. 提意见, 商量",zk gk cet4 cet6 ky toefl
advocacy,'ædvәkәsi,"n. 拥护, 支持, 鼓吹, 辩护, 辩护术\n[法] 辩护, 拥护, 提倡",gre
advocate,'ædvәkeit,"n. 提倡者, 拥护者\nvt. 主张, 提倡",gk cet4 cet6 ky toefl ielts gre
aegis,'i:dʒis,"n. 羊皮盾, 保护, 庇护, 赞助, 支持\n[法] 庇护, 保护",gre
aerate,'eiәreit,"vt. 使暴露于空气中, 使充满气体\n[化] 曝气; 充气; 吹气",gre
aerial,'єәriәl,"a. 空中的, 航空的, 空气的, 空想的\nn. 天线",cet6 ky ielts gre
aerodynamics,.єәrәudai'næmiks,n. 空气动力学\n[化] 空气动力学,toefl
aeronautics,.єәrә'nɒ:tiks,"n. 航空学, 飞行术\n[机] 航空学",gre
aeroplane,'єәrәplein,n. 飞机\n[机] 飞机,gk cet4 cet6 ky
aerospace,'єәrәuspeis,"n. 航天空间, 航天技术",cet6
aesthete,'i:sθi:t,"n. 审美家, 唯美主义者",gre
aesthetic,i:s'θetik,"a. 美学的, 审美的, 有美感的",cet6 ky toefl ielts gre
aesthetical,i:s'θetikәl,"a. 美学的, 艺术的, 美的, 审美的",toefl
affable,'æfәbl,"a. 和蔼可亲的, 友善的, 亲切的, 慈祥的",toefl gre
affair,ә'fєә,"n. 事件, 事务, 恋爱事件",gk cet4 cet6 ky toefl
affairs,,"n. 事务, 事宜；风流韵事",ielts
affect,ә'fekt,"vt. 影响, 感动, 假装, 模仿, 爱好, 倾向于\nn. 自觉感情",gk cet4 cet6 ky toefl ielts
affectation,.æfek'teiʃәn,"n. 假装, 做作, 矫情\n[医] 矫饰, 矫情",gre
affected,ә'fektid,"a. 假装的, 做作的, 受影响的",toefl gre
affection,ә'fekʃәn,"n. 影响, 病, 喜爱, 情感, 倾向\n[医] 疾患, 病变, 病; 感情",gk cet4 cet6 ky toefl ielts gre
affectionate,ә'fekʃәnәt,"a. 深情的, 充满情爱的",toefl
affective,ә'fektiv,"a. 情感的, 表达感情的\n[医] 感情的, 情感的",cet6 toefl
affidavit,.æfi'deivit,"n. 宣誓书, 书面陈述\n[经] 宣誓, 声明",gre
affiliate,ә'filieit,"vt. 使紧密联系, 使附属, 接纳, 收养\nvi. 发生联系, 参加",cet6 ky toefl ielts gre
affiliation,ә.fili'eiʃәn,"n. 联系, 从属关系\n[医] 父权(判定私生儿的父亲)",ky gre
affinity,ә'finiti,"n. 吸引, 姻亲关系, 类同\n[化] 亲合力; 亲合能; 亲合势; 近似; 类似",toefl gre
affirm,ә'fә:m,"v. 断言, 确认",cet6 ky toefl ielts gre
affix,ә'fiks,"vt. 使附于, 署名, 粘贴, 盖印于\nn. 附加物, 词缀",ielts gre
afflict,ә'flikt,"vt. 使苦恼, 折磨",cet6 toefl ielts gre
affliction,ә'flikʃәn,"n. 苦恼, 折磨, 苦恼的事由",toefl gre
affluence,'æfluәns,"n. 富裕, 丰富, 流注\n[医] 丰富, 流入",cet6 toefl gre
affluent,'æfluәnt,"a. 丰富的, 富裕的\nn. 支流, 富人",cet4 ky toefl gre
afford,ә'fɒ:d,"vt. 买得起, 足以, 给予",zk gk cet4 cet6 ky toefl ielts
affordable,,[计] 普及型,toefl gre
affront,ә'frʌnt,"n. 公开侮辱, 轻蔑\nvt. 公开侮辱, 冒犯, 面对",gre
afraid,ә'freid,"a. 害怕的, 恐怕的, 遗憾的",zk gk
Africa,'æfrikә,n. 非洲,gk cet4 ielts
African,'æfrikәn,"n. 非洲人\na. 非洲的, 非洲人的",gk cet4 ielts
after,'ɑ:ftә,"prep. 在...之后, 由于\nconj. 在...之后\nadv. 后来",zk gk
aftermath,'ɑ:ftәmæθ,"n. 结果, 后果\n[法] 后果, 结果",gre
afternoon,'ɑ:ftә'nu:n,"n. 午后, 下午",zk gk
afterward,'ɑ:ftәwәd,"adv. 然后, 后来",gk cet4 cet6 ky
again,ә'gein,"adv. 再一次, 又, 到原处",zk gk
against,ә'geinst,"prep. 反对, 对着, 倚靠",zk gk cet4 ky
agape,ә'geip,"a. 张口发呆的, 目瞪口呆的\nadv. 张口发呆地, 目瞪口呆地",gre
age,eidʒ,"n. 年龄, 老年, 成年, 寿命, 时代, 时期\nv. 变老, 成熟",zk gk toefl ielts
aged,'eidʒid,"a. 老的, 陈的, 有...岁的\n[化] 老化的; 老化了的; 陈化的; 陈化了的",toefl
agencies,,n. 代理；代理处（agency的复数）,ielts
agency,'eidʒәnsi,"n. 代理机构, 经销商, 中介\n[化] 办事处",gk cet4 ky ielts
agenda,ә'dʒendә,"pl. 议程, 日常工作事项\n[计] 待议事件",gk ky toefl ielts gre
agent,'eidʒәnt,"n. 代理商, 政府代表, 动原, 媒介\n[计] 代理程序",gk cet4 ky toefl
agglomerate,ә'glɒmәreit,"n. 大团, 大块\na. 成块的, 聚结的\nvt. 使成团, 使成块, 使聚结\nvi. 成团, 成块, 聚结",gre
aggrandize,ә'grændaiz,"vt. 增加, 夸大",gre
aggravate,'ægrәveit,"vt. 使恶化, 使更严重, 加重",cet6 ky toefl ielts gre
aggravating,'ægrәveitiŋ,"a. 使恶化的, 加重的, 恼人的",toefl
aggregate,'ægrigәt,"n. 合计, 总计, 聚集体\na. 合计的, 聚集的\nv. 聚集, 集合, 合计达\n[计] 聚合体; 聚集",toefl ielts gre
aggregation,ægri'geiʃәn,"n. 集合, 聚合, 集合体\n[化] 聚集; 聚集作用",toefl
aggression,ә'greʃәn,"n. 侵犯, 侵略\n[医] 攻击",gk cet6 toefl gre
aggressive,ә'gresiv,"a. 侵略的, 挑畔的, 进取的\n[法] 侵略的, 爱挑衅的, 行为过火的",gk cet4 cet6 ky toefl ielts gre
aggressiveness,,"n. (贬)侵略, 侵犯, 寻衅, (褒)敢作敢为, 有进取心, (武器)攻击性, 过分, 放肆",toefl
aggressor,ә'gresә,"n. 侵略者, 挑畔者\n[法] 侵略者, 攻击者",gre
aggrieve,ә'gri:v,"vt. 使委屈, 使悲痛, 侵害\n[法] 侵害, 使悲痛, 使委屈",gre
aghast,ә'gɑ:st,"a. 惊骇的, 吓呆的",toefl gre
agile,'ædʒail,"a. 敏捷的, 灵活的, 机敏的",toefl gre
agility,ә'dʒiliti,"n. 敏捷, 灵活, 机敏",toefl gre
agitate,'ædʒiteit,"vt. 使摇动, 搅动, 使激动, 使不安\nvi. 鼓动, 煽动",ky toefl gre
agitated,'ædʒiteitid,"a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的\n[医] 激越的",gre
agitation,.ædʒi'teiʃәn,"n. 激动, 焦虑, 煽动, 搅动, 摇动\n[化] 搅拌; 搅拌作用",cet6 toefl ielts
aglow,ә'glәu,"a. 发光的, 通红的\nadv. 发光地",toefl
agnostic,æg'nɒstik,n. 不可知论者,gre
ago,ә'gәu,adv. 以前,zk gk
agog,ә'gɒg,"a. 兴奋着的, 急切的\nadv. 急切地, 渴望",gre
agonize,'ægәnaiz,"vt. 使极度痛苦, 折磨\nvi. 感到痛苦",toefl
agony,'ægәni,"n. 极大的痛苦, 挣扎\n[医] 濒死苦闷; 剧痛",cet4 cet6 ky ielts gre
agrarian,ә'grєәriәn,"a. 土地的, 耕地的\n[法] 土地的, 土地所有制的",toefl gre
agree,ә'gri:,"vi. 同意, 赞成, 应允, 适合\nvt. 承认, 认定, 同意",zk gk
agreeable,ә'griәbl,"a. 令人愉快的, 同意的\n[医] 佳适的",cet6 ky toefl ielts gre
agreement,ә'gri:mәnt,"n. 同意, 合约, 协议\n[经] 契约, 协议, 协定",zk gk ielts
agricultural,.ægri'kʌltʃәrәl,"a. 农业的\n[法] 农业的, 耕作的",gk
agriculture,'ægrikʌltʃә,"n. 农业\n[机] 农业, 农学",gk cet4 cet6 ky toefl ielts
agronomy,ә'grɒnәmi,"n. 农艺学, 农学",gre
ahead,ә'hed,"a. 领先的, 预先的, 向前的\nadv. 领先, 预先, 向前, 胜于, 在前面, 在将来",gk
aid,eid,"n. 帮助, 外援, 助手\nvt. 援助, 帮助, 有助于\nvi. 帮助\n[计] 自动内部诊断",gk cet4 cet6 ky
AIDS,eidz,"n. 爱滋病(获得性免疫缺陷综合征)\n[计] 高级综合数据系统, 先进交互调试系统, 自动图解文档编制系统\n美国决策学学会, 信息自动显示系统, 自动综合调试系统",gk ielts
ail,eil,"vt. 使苦恼\nvi. 生病, 处境困难\n[计] 数组互联逻辑",gre
ailment,'eilmәnt,"n. 病痛, 疾病\n[医] 疾病",toefl gre
aim,eim,"n. 目标, 瞄准, 击中目标的能力\nvi. 对准目标, 致力, 打算\nvt. 瞄准\n[计] 医学文摘索引, 存取隔离机构, 高级信息管理程序, 先进接口模块\n应用接口模块, 医学人工智能, 相联索引法, 异步接口模块\n自动化信息管理, 自动化综合制造, 自动化库存管理",gk cet4 cet6 ky toefl ielts
air,єә,"n. 空气, 旋律, 态度\nvt. 晾, 使通风, 夸耀",zk gk toefl ielts
airborne,'єәbɒ:n,"a. 升空的, 空运的, 空中传播的, 空降的",toefl gre
aircraft,'єәkræft,"n. 航空器, 飞机\n[机] 航空器",gk cet4 ky toefl
airline,'єәlain,"n. 航线, 航线的设备, 航空公司",zk gk cet4 ky
airmail,'єәmeil,n. 航空邮件,gk
airplane,'єәplein,n. 飞机\n[机] 飞机,zk gk cet4
airport,'єәpɒ:t,"n. 飞机场\n[机] 航空站, 机场",zk gk ielts
airsickness,'єәsiknis,n. 晕机,toefl
airspace,'єәspeis,"n. 空域, 空间\n[机] 气隙",gk
airtight,'єәtait,"a. 气密的, 不透气的, 无懈可击的\n[机] 气密, 不透气",gre
aisle,ail,"n. 走廊, 侧廊, 过道\n[机] 走道",ky ielts
ajar,ә'dʒɑ:,"a. 微开的, 半开的, 不和谐的\nadv. 微开, 半开, 不协调地",toefl
akin,ә'kin,"a. 同类的, 同族的, 同源的",toefl
alabaster,'ælәbɑ:stә,n. 雪花石膏\na. 雪花石膏制的,gre
alacrity,ә'lækrәti,"n. 敏捷, 轻快, 乐意",gre
alarm,ә'lɑ:m,"n. 惊恐, 警报, 警钟\nvt. 使惊恐, 警告\n[计] 报警信号",gk cet4 ky toefl ielts
alas,ә'læs,interj. 唉,cet6
Alaska,ә'læskә,n. 阿拉斯加州,ielts
albeit,ɔ:l'bi:it,"conj. 尽管, 虽然",gre
albino,æl'bi:nәu,"n. 白化病者, 白化体\n[医] 白化病患者",gre
album,'ælbәm,"n. 粘贴簿, 唱片套\n[医] 白色物",gk cet6 ky ielts
alchemy,'ælkimi,"n. 炼金术, 魔力\n[化] 炼丹术; 炼金术; 金丹术",toefl gre
alcohol,'ælkәhɒl,"n. 酒精, 酒\n[化] 醇; 乙醇; 酒精",gk cet4 ky
alcoholic,.ælkә'hɒlik,"n. 酒鬼, 酒精中毒者\na. 酒精的",gk
alcove,'ælkәuv,"n. 凹室, 壁龛, 小亭",gre
alder,'ɒ:ldә,n. 桤木\n[机] 赤杨木,toefl
alert,ә'lә:t,"a. 警觉的, 灵敏的, 留心的\nn. 警报\nvt. 使警觉, 通知, 使意识到",cet4 cet6 ky toefl gre
algae,'ælgi:,"pl. 藻类, 海藻\n[化] 藻类",toefl
algebra,'ældʒibrә,n. 代数学,gk cet4 cet6 toefl
alias,'eiliæs,"n. 别名, 化名\nadv. 以化名为人所知\n[计] 别名; 替换入口",gre
alibi,'ælibai,"n. 不在犯罪现场, 托辞\nv. 为...辩解",gre
alien,'eiljәn,"n. 外国人, 外侨\na. 外国的, 相异的",cet6 ky toefl ielts
alienate,'eiljәneit,"vt. 使疏远, 离间, 转让\n[法] 转让, 让与, 疏远",toefl ielts gre
alight,ә'lait,"vi. 落下, 偶然发现\na. 点着的",toefl
align,ә'lain,"vi. 排列, 排成一行, 结盟\nvt. 使结盟, 使成一行, 校正",gre
alignment,ә'lainmәnt,"n. 队列, 结盟, 校正\n[计] 校准; 对齐; 对准",cet6 toefl
alike,ә'laik,"a. 相似的, 同样的\nadv. 一样, 以同样的方式",gk cet4 cet6 ky toefl
alimentary,.æli'mentәri,"a. 饮食的, 供养的\n[化] 营养的",gre
alive,ә'laiv,"a. 活着的, 活泼的, 敏感的, 热闹的",zk gk cet4 cet6 ky
alkali,'ælkәlai,n. 碱\na. 碱性的,toefl gre
all,ɒ:l,"a. 所有的, 全部的, 一切的\nadv. 全部, 全然\npron. 全部\nn. 全部",zk gk ielts
allay,ә'lei,"vt. 使平静, 使缓和",gre
allegation,.æli'geiʃәn,"n. 断言, 主张, 申辩\n[法] 声明, 事实陈述, 断言",cet6 toefl
allege,ә'ledʒ,"vt. 宣称, 主张, 提出, 断言\n[法] 断言, 指称, 指证",cet6 ky toefl ielts gre
allegiance,ә'li:dʒәns,"n. 忠贞, 效忠",cet6 toefl ielts gre
allegory,'æligәri,n. 寓言,toefl gre
allergic,ә'lә:dʒik,"a. 对...过敏的, 极反感的\n[医] 变应性的",gk ielts gre
allergy,'ælәdʒi,"n. 变应性, 反感, 厌恶\n[化] 变态反应; 变应性",ielts gre
alleviate,ә'li:vieit,"vt. 减轻, 使缓和",cet6 ky toefl ielts gre
alley,'æli,"n. 小路, 巷",gk ielts
alliance,ә'laiәns,"n. 联盟, 联合\n[法] 同盟, 联盟, 联姻",cet6 ky toefl ielts
allied,ә'laid,"a. 联盟的, 联姻的, 联系起来的",cet6 ky
alligator,'æligeitә,n. 短吻鳄\n[机] 两栖装甲车,toefl
alliterate,ә'litәreit,"v. 用头韵法, 押头韵",gre
alliteration,ә.litә'reiʃәn,n. 头韵\n[医] 同音韵错误症,toefl
allocate,'ælәukeit,"vt. 分派, 分配\n[计] 分配",gk cet6 ky toefl ielts gre
allot,ә'lɒt,"vt. 分配, 分摊指定\n[经] (按股或按规定)分配, 配(拨)给, 规(派)定",toefl ielts
allow,ә'lau,"vt. 允许, 同意给予, 承认\nvi. 容许, 猜想\n[计] 允许命令",zk gk cet4 ky
allowance,ә'lauәns,"n. 津贴, 零用钱, 限额, 折扣, 允许\nvt. 定量供应",gk cet6 ky ielts gre
alloy,'ælɒi. ә'lɒi,"n. 合金\nvt. 将...铸成合金, 减低成色\nvi. 合铸",cet4 cet6 ky toefl ielts
allude,ә'lu:d,"vi. 暗指, 提及",toefl gre
allure,ә'luә,"vt. 引诱, 吸引\nn. 魅力, 诱惑力",toefl
alluring,ә'luәriŋ,"a. 吸引人的, 诱人的, 迷人的",gre
allusion,ә'lu:ʒәn,"n. 提及, 暗指",toefl gre
ally,'ælai. ә'lai,"n. 同盟者, 同盟国, 助手\nvt. 使联盟, 使联合, 使有关系\nvi. 结盟",cet6 ky toefl ielts
almond,'ɑ:mәnd,n. 杏仁\n[化] 杏仁,gre
almost,'ɒ:lmәust,"adv. 几乎, 差不多",zk gk
alms,ɑ:mz,"n. 施舍, 救济金, 救济品",gre
aloft,ә'lɒft,"adv. 在高处, 在上",toefl gre
alone,ә'lәun,"a. 孤独的, 单独的, 独自的\nadv. 独自地",zk gk cet4 ky toefl ielts
along,ә'lɒŋ,"adv. 平行地, 向前\nprep. 沿着",zk gk
alongside,ә'lɒŋ'said,"adv. 在旁边, 靠拢着\nprep. 在...旁边, 与...在一起",gk cet6 ky ielts
aloof,ә'lu:f,"a. 远离的, 冷淡的\nadv. 远离, 冷漠超然地",toefl gre
aloud,ә'laud,"adv. 出声地, 大声地",zk gk cet4 ky
alphabet,'ælfәbit,n. 字母\n[计] 字母表,gk cet4 cet6 ky
alphabetical,.ælfә'betikәl,"a. 依字母顺序的, 字母的",ielts gre
already,ɒ:l'redi,"adv. 已经, 早已",zk gk
also,'ɒ:lsәu,"adv. 也, 并且, 同样地",zk gk
alter,'ɒ:ltә,v. 改变,cet4 cet6 ky toefl ielts gre
alteration,.ɒ:ltә'reiʃәn,"n. 变更, 改动\n[医] 变更",cet6 toefl
alternate,'ɒ:ltәnәt,"a. 交替的, 轮流的, 间隔的\nv. 轮流, (使)交替",cet6 ky toefl ielts gre
alternately,'ɒ:ltәnәtli,"adv. 交替地, 间隔地",toefl
alternation,.ɒ:ltә'neiʃәn,"n. 交互, 轮流, 间隔\n[计] 交替工作",toefl
alternative,ɒ:l'tә:nәtiv,"n. 两者择一, 供替代的选择\na. 两者择一的, 供选择的\n[计] 选择对象",gk cet4 cet6 ky toefl ielts
although,ɒ:l'ðou,"conj. 虽然, 尽管",zk gk cet4 ky
altitude,'æltitju:d,"n. 高度, 海拔, 高处\n[电] 高度",gk cet4 cet6 ky toefl ielts
altogether,.ɒ:ltә'geðә,"adv. 完全地, 总而言之",gk cet4 ky
altruism,'æltruizm,"n. 利他主义, 利他",toefl gre
altruistic,.æltru'istik,"a. 利他的, 无私心的",gre
aluminium,.ælju'miniәm,n. 铝\na. 铝的,gk cet4 cet6 toefl gre
aluminum,ә'lu:minәm,n. 铝\n[化] 铝Al,cet4 ky toefl
alumnus,ә'lʌmnәs,"n. 男毕业生, 男校友",toefl
always,'ɒ:lweiz,"adv. 总是, 始终",zk gk
AM,æm,"be的单数第一人称\n[计] 存取管理程序, 寻址方式, 地址标记, 变址数, 调幅, 辅助存储器",gk
amalgam,ә'mælgәm,"n. 汞合金, 汞齐\n[化] 汞齐; 汞合金",gre
amalgamate,ә'mælgәmeit,"v. 使汞齐化, 合并",toefl gre
amass,ә'mæs,"vt. 积聚, 堆积",toefl gre
amateur,'æmәtә,"n. 业余爱好者, 外行, 爱好者\n[电] 业余家",gk cet6 ky toefl ielts gre
amateurish,.æmә'tә:riʃ,"a. 业余的, 外行的, 不熟练的",gre
amaze,ә'meiz,vt. 使吃惊,gk cet4 cet6 ky toefl ielts
amazement,ә'meizmәnt,"n. 惊愕, 惊异",toefl
amazing,ә'meiziŋ,a. 令人惊异的,gk toefl ielts
ambassador,æm'bæsәdә,"n. 大使\n[法] 大使, 使节, 代理",gk cet6 ky ielts
ambidextrous,.æmbi'dekstrәs,"a. 两手俱利的, 搞两面派的\n[医] 两手同利的",gre
ambience,'æmbiәns,"n. 周围环境, 气氛",toefl gre
ambient,'æmbiәnt,a. 周围的\nn. 周围环境,cet6
ambiguity,.æmbi'gju:iti,"n. 不明确, 含糊\n[计] 二义性; 多义性",cet6 ielts
ambiguous,æm'bigjuәs,"a. 不明确的, 模棱两可的\n[法] 意思含糊的, 模棱两可的, 暧昧的",gk cet6 ky toefl ielts gre
ambition,æm'biʃәn,"n. 野心, 志向",gk cet4 cet6 ky toefl ielts
ambitious,æm'biʃәs,"a. 有野心的, 抱负不凡的, 雄心勃勃的",cet6 ky toefl ielts
ambivalence,æm'bivәlәns,n. 矛盾情绪\n[医] 矛盾情绪(两种情感互相冲突),toefl gre
ambivalent,æm'bivәlәnt,"a. 矛盾的, 模棱两可的\n[医] 矛盾情绪的",toefl gre
amble,'æmbl,"n. 马的缓行步态, 缓行漫步\nvi. 马缓行, 从容漫步",toefl gre
ambrosial,æm'brәuzjәl,a. 特别美味的,gre
ambulance,'æmbjulәns,n. 救护车\n[医] 救护车,gk cet4 ky ielts
ambulatory,'æmbjulәtәri,"a. 步行的, 走动的, 流动的, 非固定的\nn. 回廊",gre
ambush,'æmbuʃ,"n. 埋伏, 伏兵, 伏击\nvt. 埋伏, 伏击\nvi. 埋伏",toefl gre
ameliorate,ә'mi:ljәreit,"v. 改善, 改良, 改进",gre
amenable,ә'mi:nәbl,"a. 服从的, 会接纳的, 有义务的\n[法] 服从的, 有责任的, 有服从义务的",toefl gre
amend,ә'mend,"vt. 修改, 改善, 改良\nvi. 改过自新",ky toefl ielts gre
amendment,ә'mendmәnt,"n. 修订, 改善, 改良, 改正\n[化] 调理剂; 修正",toefl gre
amends,ә'mendz,n. 赔偿\n[经] 赔偿,cet6 ielts
amenity,ә'mi:niti,"n. 便利设施, 适意, 礼仪\n[法] 舒适, 方便, 优雅",toefl gre
America,ә'merikә,"n. 美洲, 美国",zk gk ielts
American,ә'merikәn,"n. 美国人\na. 美国的, 美洲的",zk gk ielts
amethyst,'æmiθist,"n. 紫水晶, 紫蓝色宝石\n[化] 紫石英; 紫水晶; 紫晶",gre
amiable,'eimjәbl,"a. 亲切的, 和蔼可亲的\n[法] 亲和的, 和蔼可亲的",ky toefl gre
amicable,'æmikәbl,"a. 友善的, 友好的\n[法] 友好的, 和睦的, 温和的",toefl gre
amid,ә'mid,"prep. 在其间, 在其中\n[经] 在...中",cet6 ky toefl ielts
amidst,ә'midst,prep. 在...当中,ielts
amiss,ә'mis,"a. 有毛病的, 出差错的\nadv. 错误地, 不顺当, 有缺陷地",gre
amity,'æmiti,"n. 友好, 亲善关系",gre
ammunition,.æmju'niʃәn,"n. 军火, 弹药\n[机] 弹药",ielts
amnesia,æm'ni:zjә,"n. 健忘症, 记忆缺失\n[医] 记忆缺失, 遗忘[症]",toefl gre
amnesty,'æmnisti,"n. 大赦, 赦免",toefl gre
among,ә'mʌŋ,prep. 在...之中,zk gk
amongst,ә'mʌŋst,"prep. 在...当中, 在...之间, 在...之中",cet4
amoral,ei'mɒrәl,"a. 不属于道德范畴的, 无从区分是非的",gre
amorphous,ә'mɒ:fәs,"a. 无定形的, 无组织的\n[化] 非晶形的; 无定形的",gre
amortize,ә'mɒ:taiz,"vt. 摊还, 摊销, 分期偿还\n[法] 把不动产让与, 转让, 分期偿还",gre
amount,ә'maunt,"n. 总数, 总额\nvi. 总计, 等同",gk cet4 ky toefl ielts
ampere,'æmpєә,n. 安培\n[化] 安培,cet4 cet6
amphibian,æm'fibiәn,"a. 两栖类的, 水陆两用的\nn. 两栖动物, 水旱两生植物, 水陆两用飞机",ielts gre
ample,'æmpl,"a. 大量的, 充足的, 丰富的",gk cet6 ky toefl ielts gre
amplification,.æmplifi'keiʃәn,"n. 扩大, 放大\n[化] 放大; 放大作用",toefl
amplifier,'æmplifaiә,"n. 扩大的人(物), 放大器, 扩音器\n[计] 放大器",ky
amplify,'æmplifai,"vt. 增强, 放大, 扩大, 详述\nvi. 引伸",cet4 cet6 ky toefl ielts gre
amplitude,'æmplitju:d,"n. 广阔, 充足, 幅度\n[化] 振幅",cet6 gre
amputate,'æmpjuteit,"vt. 切断, 删除",gre
amulet,'æmjulit,n. 护身符,gre
amuse,ә'mju:z,"vt. 消遣, 娱乐, 使发笑",gk cet4 cet6 ky ielts gre
amusement,ә'mju:zmәnt,"n. 兴味, 娱乐, 消遣\n[法] 娱乐, 娱乐活动",gk cet6
anachronistic,ә.nækrә'nistik,a. 时代错误的,gre
anaerobic,.ænєә'rәubik,"a. 厌氧的, 在缺氧情况下生活的\n[化] 厌氧的",gre
anagram,'ænәgræm,n. 回文构词法,gre
analgesia,.ænæl'dʒi:zjә,"n. 止痛, 痛觉缺失\n[医] 痛觉缺失, 无痛法, 止痛法",gre
analgesic,.ænæl'dʒi:zik,"a. 止痛的, 痛觉缺失的\nn. 止痛剂",gre
analogous,ә'nælәgәs,"a. 类似的, 相似的\n[医] 类似的, 类同的",cet6 toefl gre
analogue,'ænәlɒg,"n. 类似物, 相似情况\n[医] 类似物, 同型物, 相似器官, 同功异质体",cet6 ky
analogy,ә'nælәdʒi,"n. 相似, 类似\n[计] 模拟",cet6 ky toefl ielts gre
analyse,'ænәlaiz,"vt. 分析, 细察, 分解\n[经] 分析",cet4 cet6 ky
analysis,ә'nælәsis,n. 分析\n[计] 分析机; 分析员; 分析; 分析程序,gk cet4 cet6 ky toefl ielts
analyst,'ænәlist,"n. 分析者, 精神分析学家\n[化] 分析员; 化验员",cet6
analytic,.ænә'litik,"a. 分析的, 善于分析的, 解析的\n[医] 分析的",cet6 ky
